+--------------+------------------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+--------------+---------------+---------------+---------------+
|  Drop State  |     Expected Value     | Dice Sum = 2 | Dice Sum = 3 | Dice Sum = 4 | Dice Sum = 5 | Dice Sum = 6 | Dice Sum = 7 | Dice Sum = 8 | Dice Sum = 9 | Dice Sum = 10 | Dice Sum = 11 | Dice Sum = 12 |
| 101010011001 |  0.003216872851360734  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |      8       |      9       |      1 9      |      3 8      |       12      |
| 101010011000 |  0.029175716354214298  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |      8       |      9       |      1 9      |      3 8      |      3 9      |
| 101010010111 |  0.000634569647665498  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |     1 8      |       10      |       11      |       12      |
| 101010010110 |  0.004756642788192857  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |     1 8      |       10      |       11      |      1 11     |
| 101010010101 | 0.0023608570847939844  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |     1 8      |       10      |      1 10     |       12      |
| 101010010100 |  0.019904549611339733  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |     1 8      |       10      |      1 10     |       0       |
| 101010010011 | 0.0012686762265237343  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |     1 8      |       0       |       11      |       12      |
| 101010010010 |  0.011990836000609663  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |     1 8      |       0       |       11      |      1 11     |
| 101010010001 |  0.005363130620332265  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |     1 8      |       0       |      3 8      |       12      |
| 101010010000 |  0.059842249657064465  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |     1 8      |       0       |      3 8      |       0       |
| 101010001111 | 0.0004991220215414316  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      9       |       10      |       11      |       12      |
| 101010001110 | 0.0040279047909363395  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      9       |       10      |       11      |      1 11     |
| 101010001101 |  0.00177977188436722   |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      9       |       10      |      1 10     |       12      |
| 101010001100 |  0.01619655921353452   |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      9       |       10      |      1 10     |      3 9      |
| 101010001011 | 0.0011169219631153786  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      9       |      1 9      |       11      |       12      |
| 101010001010 |  0.011202560585276633  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      9       |      1 9      |       11      |      1 11     |
| 101010001001 | 0.0038508802011888426  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      9       |      1 9      |       0       |       12      |
| 101010001000 |  0.04526748971193416   |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      9       |      1 9      |       0       |      3 9      |
| 101010000111 | 0.0005675900523294213  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      0       |       10      |       11      |       12      |
| 101010000110 |  0.005672725194330132  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      0       |       10      |       11      |      1 11     |
| 101010000101 |  0.002457704618198445  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      0       |       10      |      1 10     |       12      |
| 101010000100 |  0.025977366255144033  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      0       |       10      |      1 10     |       0       |
| 101010000011 | 0.0010073731138545952  |      0       |      3       |     1 3      |      5       |     1 5      |      0       |     3 5      |      0       |       0       |       11      |       12      |
